City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
289,Sindor,RU,2021-11-20 12:32:36,62.8629,51.8905,25.47,95,95,7.7
290,Jambi,ID,2021-11-20 12:32:36,-1.6,103.6167,76.1,95,100,1.16
291,Alofi,NU,2021-11-20 12:32:36,-19.0595,-169.9187,76.89,88,7,6.91
292,Honiara,SB,2021-11-20 12:32:37,-9.4333,159.95,77.41,85,97,2.71
293,Flinders,AU,2021-11-20 12:23:37,-34.5833,150.8552,62.2,91,100,4.0
294,Kirakira,SB,2021-11-20 12:32:37,-10.4544,161.9205,78.04,83,100,4.14
295,Bingol,TR,2021-11-20 12:32:38,38.8847,40.4939,43.32,87,90,2.3
296,Bac Lieu,VN,2021-11-20 12:32:38,9.285,105.7244,78.93,86,100,6.4
297,Saldanha,ZA,2021-11-20 12:32:38,-33.0117,17.9442,77.05,67,100,16.2
298,Adrar,MR,2021-11-20 12:32:39,20.5022,-10.0711,89.17,16,98,11.48
299,Savannah Bight,HN,2021-11-20 12:32:39,16.45,-85.85,78.01,71,100,4.05
300,Dunmore Town,BS,2021-11-20 12:32:39,25.5,-76.65,78.15,78,100,9.15
301,Gongzhuling,CN,2021-11-20 12:32:40,43.5008,124.8198,25.05,91,100,5.86
302,Plettenberg Bay,ZA,2021-11-20 12:32:40,-34.0527,23.3716,64.72,73,57,15.17
303,Troyes,FR,2021-11-20 12:32:40,48.3333,4.0833,46.74,87,90,4.61
304,Geraldton,AU,2021-11-20 12:32:40,-28.7667,114.6,72.01,60,0,16.11
305,Kollam,IN,2021-11-20 12:32:41,8.8833,76.6,84.07,71,99,8.25
306,Tiznit,MA,2021-11-20 12:27:43,29.5833,-9.5,66.54,42,43,1.21
307,Nemuro,JP,2021-11-20 12:32:41,43.3236,145.575,39.31,64,6,16.04
308,Sorland,NO,2021-11-20 12:32:41,67.667,12.6934,42.66,70,100,27.42
309,Raudeberg,NO,2021-11-20 12:32:42,61.9875,5.1352,44.38,86,100,3.0
310,Porto Murtinho,BR,2021-11-20 12:32:42,-21.6989,-57.8825,80.11,47,4,5.08
311,Salto,UY,2021-11-20 12:32:42,-31.3833,-57.9667,78.96,51,0,11.01
312,Masunga,BW,2021-11-20 12:32:43,-20.6246,27.4488,85.03,35,80,1.68
313,Tuy Hoa,VN,2021-11-20 12:32:43,13.0833,109.3,75.83,89,71,4.18
314,Jonava,LT,2021-11-20 12:32:43,55.0833,24.2833,48.25,61,20,5.01
315,Mareeba,AU,2021-11-20 12:32:44,-17.0,145.4333,72.32,90,0,2.86
316,Pareora,NZ,2021-11-20 12:32:44,-44.4871,171.2132,56.77,65,100,4.7
317,Kletskaya,RU,2021-11-20 12:32:44,49.3145,43.0584,42.08,94,100,28.77
318,Marsa Matruh,EG,2021-11-20 12:32:45,31.3525,27.2453,57.4,88,90,9.22
319,Berlevag,NO,2021-11-20 12:32:45,70.8578,29.0864,31.62,88,100,23.17
320,Khakhea,BW,2021-11-20 12:32:45,-24.6895,23.494,94.87,14,94,11.07
321,Koutsouras,GR,2021-11-20 12:32:45,35.0339,25.9469,65.1,43,32,33.69
322,Dingle,PH,2021-11-20 12:32:46,10.9995,122.6711,77.25,90,15,3.85
323,Hamada,JP,2021-11-20 12:33:46,34.8833,132.0833,55.99,75,0,6.87
324,Ouadda,CF,2021-11-20 12:33:46,8.0777,22.4007,93.81,20,58,6.6
325,Acapulco,MX,2021-11-20 12:32:30,16.8634,-99.8901,75.11,71,2,3.98
326,Guadalajara,MX,2021-11-20 12:31:26,20.6667,-103.3333,54.43,90,1,4.61
327,Praia,CV,2021-11-20 12:33:47,14.9215,-23.5087,84.74,58,75,10.36
328,Ampanihy,MG,2021-11-20 12:33:47,-24.7,44.75,82.42,55,56,13.96
329,Vasto,IT,2021-11-20 12:33:47,42.1243,14.7059,61.45,66,18,5.23
330,Suntar,RU,2021-11-20 12:33:47,62.1444,117.6319,-8.97,100,100,2.48
331,Olinda,BR,2021-11-20 12:33:48,-8.0089,-34.8553,83.93,65,75,9.22
332,Yurginskoye,RU,2021-11-20 12:33:48,56.8189,67.3921,24.53,84,100,16.02
333,Aripuana,BR,2021-11-20 12:33:49,-9.1667,-60.6333,73.83,93,99,1.66
334,Dodge City,US,2021-11-20 12:33:49,37.7528,-100.0171,31.51,80,1,4.61
335,Portales,US,2021-11-20 12:33:49,34.1862,-103.3344,47.93,49,100,1.99
336,Vaitape,PF,2021-11-20 12:33:49,-16.5167,-151.75,79.63,79,33,19.35
337,Dharchula,IN,2021-11-20 12:33:50,29.85,80.5333,57.63,49,0,7.11
338,Batticaloa,LK,2021-11-20 12:33:50,7.7102,81.6924,81.39,80,100,8.23
339,Palmeiras De Goias,BR,2021-11-20 12:33:50,-16.805,-49.9258,76.59,76,98,4.12
340,Kargat,RU,2021-11-20 12:33:51,55.1956,80.2811,15.8,91,100,14.81
341,Gushikawa,JP,2021-11-20 12:33:51,26.3544,127.8686,74.43,88,20,6.91
342,Qasigiannguit,GL,2021-11-20 12:33:51,68.8193,-51.1922,21.45,81,100,5.35
343,Marawi,PH,2021-11-20 12:33:52,7.9986,124.2928,69.66,93,100,1.59
344,Tkibuli,GE,2021-11-20 12:33:52,42.3477,42.9981,43.84,98,100,2.8
345,Soeng Sang,TH,2021-11-20 12:33:52,14.4264,102.4606,76.93,84,94,3.85
346,Piacabucu,BR,2021-11-20 12:33:53,-10.4056,-36.4344,86.25,56,54,12.91
347,Juneau,US,2021-11-20 12:29:38,58.3019,-134.4197,25.21,96,22,6.42
348,Sisimiut,GL,2021-11-20 12:33:53,66.9395,-53.6735,23.18,62,100,10.87
349,Sleaford,GB,2021-11-20 12:33:53,52.9983,-0.4094,54.86,71,75,13.8
350,Waipawa,NZ,2021-11-20 12:33:53,-41.4122,175.5153,56.44,78,100,6.6
351,Saint-Denis,FR,2021-11-20 12:33:54,48.9167,2.3333,45.99,95,90,6.91
352,West Plains,US,2021-11-20 12:33:54,36.7281,-91.8524,43.63,66,90,1.99
353,Vytegra,RU,2021-11-20 12:33:54,61.0064,36.4481,31.71,90,100,11.65
354,Portage,US,2021-11-20 12:33:55,41.1667,-81.1998,32.32,76,1,6.91
355,Tibati,CM,2021-11-20 12:33:55,6.4667,12.6333,90.07,28,63,5.44
356,Tonj,SS,2021-11-20 12:33:55,7.2737,28.6822,99.37,22,50,4.23
357,Hofn,IS,2021-11-20 12:33:56,64.2539,-15.2082,34.0,59,6,19.75
358,San Patricio,US,2021-11-20 12:24:52,28.017,-97.5169,66.06,96,47,3.76
359,Deputatskiy,RU,2021-11-20 12:33:56,69.3,139.9,-4.86,98,100,1.34
360,Rosetta,EG,2021-11-20 12:33:56,31.4044,30.4164,62.42,76,100,9.57
361,Mezen,RU,2021-11-20 12:33:57,65.8522,44.24,28.44,95,99,9.26
362,Worpswede,DE,2021-11-20 12:33:57,53.2167,8.9333,51.98,89,100,5.99
363,Viedma,AR,2021-11-20 12:30:25,-40.8135,-62.9967,79.7,22,0,10.94
364,Baiquan,CN,2021-11-20 12:33:57,47.5833,126.0833,8.06,95,14,3.11
365,Brae,GB,2021-11-20 12:33:58,60.3964,-1.353,48.11,74,11,21.34
366,Viamao,BR,2021-11-20 12:33:58,-30.0811,-51.0233,72.28,68,0,2.3
367,Phan Thiet,VN,2021-11-20 12:33:58,10.9333,108.1,77.95,90,19,6.62
368,Agirish,RU,2021-11-20 12:33:59,61.9247,63.0231,19.06,96,100,7.92
369,Mariinsk,RU,2021-11-20 12:33:59,56.2139,87.7472,14.0,91,100,11.65
370,La Cruz,MX,2021-11-20 12:33:59,23.9167,-106.9,66.54,60,0,3.42
371,Paita,PE,2021-11-20 12:34:59,-5.0892,-81.1144,66.25,79,98,11.65
372,Estelle,US,2021-11-20 12:35:00,29.8458,-90.1067,55.38,70,1,0.0
373,Yulara,AU,2021-11-20 12:35:00,-25.2406,130.9889,76.84,50,100,17.27
374,Zhigalovo,RU,2021-11-20 12:35:00,54.8097,105.1578,10.94,87,100,5.46
375,Gigmoto,PH,2021-11-20 12:35:01,13.7796,124.39,80.13,85,24,4.88
376,Makoshyne,UA,2021-11-20 12:35:01,51.46,32.3396,45.97,67,99,24.81
377,Diffa,NE,2021-11-20 12:35:01,13.3154,12.6113,96.22,12,56,13.13
378,San Pedro,PH,2021-11-20 12:35:02,14.35,121.0167,80.35,90,75,4.61
379,Havelock,US,2021-11-20 12:35:02,34.8791,-76.9013,44.55,81,1,4.0
380,Tabou,CI,2021-11-20 12:35:02,4.423,-7.3528,85.62,68,22,8.57
381,Fort-Shevchenko,KZ,2021-11-20 12:35:02,44.5086,50.263,46.89,79,14,12.15
382,Avera,US,2021-11-20 12:35:03,33.194,-82.5271,38.91,39,0,11.01
383,Yankton,US,2021-11-20 12:35:03,42.8711,-97.3973,41.11,65,75,0.0
384,Conceicao Do Araguaia,BR,2021-11-20 12:35:03,-8.2578,-49.2647,82.06,75,80,6.2
385,Nerchinskiy Zavod,RU,2021-11-20 12:35:04,51.3088,119.61,8.42,95,84,1.25
386,Shobara,JP,2021-11-20 12:35:04,34.85,133.0167,54.45,92,0,2.51
387,Tateyama,JP,2021-11-20 12:35:04,34.9833,139.8667,57.22,68,32,9.84
388,Kindersley,CA,2021-11-20 12:31:31,51.4668,-109.1682,12.22,85,75,6.91
389,Basco,PH,2021-11-20 12:35:05,20.4487,121.9702,79.93,76,22,19.89
390,Naldurg,IN,2021-11-20 12:35:05,17.8167,76.3,75.7,81,100,8.9
391,Awjilah,LY,2021-11-20 12:35:05,29.1081,21.2869,73.42,40,5,17.4
392,Stuttgart,DE,2021-11-20 12:30:06,48.7823,9.177,49.01,87,75,3.44
393,Komsomolskiy,UZ,2021-11-20 12:35:06,40.4272,71.7189,43.52,42,0,4.61
394,Benghazi,LY,2021-11-20 12:35:06,32.1167,20.0667,68.04,54,83,19.93
395,Fairbanks,US,2021-11-20 12:35:06,64.8378,-147.7164,-16.4,71,1,0.0
396,San Quintin,MX,2021-11-20 12:35:06,30.4833,-115.95,56.44,90,100,7.49
397,Batagay-Alyta,RU,2021-11-20 12:35:07,67.8006,130.4114,-19.98,99,52,3.24
398,Sur,OM,2021-11-20 12:35:07,22.5667,59.5289,77.18,52,0,9.22
399,Fortuna,US,2021-11-20 12:35:07,40.5982,-124.1573,47.35,66,90,4.0
400,Morondava,MG,2021-11-20 12:35:07,-20.2833,44.2833,83.66,69,51,16.87
401,Fonte Boa,BR,2021-11-20 12:35:08,-2.4959,-66.2662,73.0,100,100,1.45
402,Quatre Cocos,MU,2021-11-20 12:35:08,-20.2078,57.7625,82.51,64,6,13.24
403,Korla,CN,2021-11-20 12:35:08,41.7597,86.1469,31.01,48,0,1.07
404,Presidencia Roque Saenz Pena,AR,2021-11-20 12:35:09,-26.7852,-60.4388,77.65,41,1,6.06
405,Altamira,BR,2021-11-20 12:35:09,-3.2033,-52.2064,77.09,100,90,1.14
406,Kidal,ML,2021-11-20 12:35:09,18.4411,1.4078,93.27,11,100,12.33
407,Rock Sound,BS,2021-11-20 12:35:10,24.9,-76.2,77.94,79,62,8.39
408,Ancud,CL,2021-11-20 12:35:10,-41.8697,-73.8203,51.42,80,85,2.86
409,Arica,CL,2021-11-20 12:35:10,-18.475,-70.3042,65.75,72,90,3.44
410,Kruisfontein,ZA,2021-11-20 12:31:14,-34.0033,24.7314,67.89,62,83,15.82
411,Tamiahua,MX,2021-11-20 12:35:10,21.2667,-97.45,67.64,76,72,7.47
412,Kununurra,AU,2021-11-20 12:35:11,-15.7667,128.7333,85.98,66,12,5.75
413,Polson,US,2021-11-20 12:35:11,47.6936,-114.1632,34.72,60,100,5.44
414,Batasan,PH,2021-11-20 12:35:11,12.7667,120.7833,82.47,75,100,3.94
415,Rio Grande,BR,2021-11-20 12:35:12,-32.035,-52.0986,75.94,55,0,8.55
416,Bilibino,RU,2021-11-20 12:36:12,68.0546,166.4372,-19.03,83,87,3.8
417,Caronport,CA,2021-11-20 12:36:12,50.4501,-105.8179,23.18,82,25,7.78
418,Araouane,ML,2021-11-20 12:36:12,18.9048,-3.5265,92.44,16,5,19.19
419,Dzerzhinskoye,RU,2021-11-20 12:36:13,56.8344,95.2283,9.41,82,100,6.73
420,Skjervoy,NO,2021-11-20 12:36:13,70.0311,20.9714,35.13,72,100,22.66
421,Itoigawa,JP,2021-11-20 12:36:13,37.0333,137.85,52.61,82,79,3.47
422,Chimoio,MZ,2021-11-20 12:36:14,-19.1164,33.4833,82.26,57,75,3.27
423,Sabya,SA,2021-11-20 12:36:14,17.1495,42.6254,91.02,52,0,12.37
424,Margate,GB,2021-11-20 12:36:14,51.3813,1.3862,52.97,79,100,1.01
425,Svetlaya,RU,2021-11-20 12:36:14,46.5389,138.3297,32.99,57,100,3.22
426,Paisley,GB,2021-11-20 12:36:15,55.8317,-4.4325,52.14,84,75,3.0
427,Townsville,AU,2021-11-20 12:34:45,-19.25,146.8,76.08,73,0,6.91
428,Sena Madureira,BR,2021-11-20 12:36:15,-9.0656,-68.6569,72.99,99,100,1.5
429,Nova Odesa,UA,2021-11-20 12:36:16,47.3078,31.7851,55.8,59,100,19.73
430,Qurayyat,SA,2021-11-20 12:36:16,31.3318,37.3428,69.98,40,40,0.0
431,Yablonovo,RU,2021-11-20 12:36:17,50.8523,37.3574,48.06,74,100,22.3
432,Boguchar,RU,2021-11-20 12:36:17,49.9358,40.545,44.47,87,100,23.06
433,Bengkulu,ID,2021-11-20 12:36:17,-3.8004,102.2655,78.71,87,90,4.83
434,Airai,TL,2021-11-20 12:36:18,-8.9266,125.4092,64.0,95,100,1.79
435,Nishihara,JP,2021-11-20 12:36:18,26.1842,127.7558,74.48,79,75,8.05
436,Igrim,RU,2021-11-20 12:36:18,63.1906,64.4162,17.62,96,100,6.8
437,Betioky,MG,2021-11-20 12:36:18,-23.7167,44.3833,91.13,35,62,14.45
438,Riyadh,SA,2021-11-20 12:36:19,24.6877,46.7219,84.34,22,0,16.98
439,Iskilip,TR,2021-11-20 12:36:19,40.7353,34.4739,49.01,52,98,4.34
440,Port Macquarie,AU,2021-11-20 12:36:19,-31.4333,152.9167,67.96,92,100,5.41
441,Kutum,SD,2021-11-20 12:36:20,14.2,24.6667,82.53,13,0,7.02
442,Mahina,PF,2021-11-20 12:36:20,-17.5065,-149.489,78.57,78,75,4.61
443,Kropotkin,RU,2021-11-20 12:36:20,45.4375,40.5756,49.32,65,100,23.89
444,Hasaki,JP,2021-11-20 12:36:20,35.7333,140.8333,52.2,63,6,12.15
445,Atar,MR,2021-11-20 12:36:21,20.5169,-13.0499,87.85,20,100,11.5
446,Wadi Maliz,TN,2021-11-20 12:36:21,36.4681,8.5495,66.65,47,98,3.56
447,Pakokku,MM,2021-11-20 12:36:21,21.3333,95.1,77.99,71,4,4.7
448,Rundu,NA,2021-11-20 12:36:22,-17.9333,19.7667,95.0,21,31,5.57
449,Sitka,US,2021-11-20 12:36:22,57.0531,-135.33,28.29,80,40,5.75
450,Isangel,VU,2021-11-20 12:36:22,-19.55,169.2667,75.31,94,20,0.0
451,Santa Fe,AR,2021-11-20 12:36:22,-31.6333,-60.7,82.0,42,0,5.99
452,Hajmasker,HU,2021-11-20 12:33:21,47.1451,18.0196,55.11,62,6,13.58
453,Launceston,AU,2021-11-20 12:36:23,-41.45,147.1667,53.62,90,90,1.99
454,Nizhniy Kuranakh,RU,2021-11-20 12:36:23,58.8353,125.4869,-16.89,100,59,2.82
455,Oytal,KZ,2021-11-20 12:36:23,42.9057,73.2697,37.4,53,0,7.34
456,Puerto Narino,CO,2021-11-20 12:36:24,-3.7703,-70.3831,75.15,85,99,4.47
457,Ellisras,ZA,2021-11-20 12:36:24,-23.6649,27.7443,84.24,41,17,15.43
458,Viseu,PT,2021-11-20 12:36:24,40.661,-7.9097,61.88,71,100,8.08
459,Le Port,RE,2021-11-20 12:36:24,-20.9373,55.2919,82.89,72,57,6.78
460,Requena,ES,2021-11-20 12:37:25,39.4883,-1.1004,52.5,95,100,4.32
461,Anloga,GH,2021-11-20 12:37:25,5.7947,0.8973,89.82,67,83,8.28
462,Port Blair,IN,2021-11-20 12:37:25,11.6667,92.75,82.11,85,20,13.78
463,Santa Maria,BR,2021-11-20 12:37:26,-29.6842,-53.8069,67.3,73,0,3.44
464,Waling,NP,2021-11-20 12:37:26,27.9833,83.7667,60.93,91,8,2.64
465,Padang,ID,2021-11-20 12:32:32,-0.9492,100.3543,82.45,87,35,3.24
466,Mackay,AU,2021-11-20 12:37:26,-21.15,149.2,69.04,88,99,6.91
467,Fort Nelson,CA,2021-11-20 12:37:26,58.8053,-122.7002,-9.81,84,20,2.3
468,Vila Velha,BR,2021-11-20 12:33:17,-20.3297,-40.2925,75.15,97,75,4.61
469,Nurota,UZ,2021-11-20 12:37:27,40.5614,65.6886,50.09,28,0,1.21
470,Sabha,LY,2021-11-20 12:37:27,27.0377,14.4283,79.3,22,49,12.41
471,Castanos,MX,2021-11-20 12:37:27,26.7833,-101.4167,54.34,38,0,3.24
472,Cascais,PT,2021-11-20 12:37:27,38.6979,-9.4215,66.61,66,20,8.01
473,Arinos,BR,2021-11-20 12:36:04,-15.9169,-46.1056,72.82,89,100,2.17
474,Aswan,EG,2021-11-20 12:37:28,24.0934,32.907,79.9,25,0,12.66
475,Thinadhoo,MV,2021-11-20 12:37:28,0.5333,72.9333,81.66,79,100,19.28
476,Imeni Poliny Osipenko,RU,2021-11-20 12:37:28,52.4201,136.4853,-0.62,99,27,0.38
477,Manacapuru,BR,2021-11-20 12:37:29,-3.2997,-60.6206,75.78,80,100,5.57
478,Lagoa,PT,2021-11-20 12:37:29,39.05,-27.9833,65.03,75,99,25.41
479,Bathsheba,BB,2021-11-20 12:37:29,13.2167,-59.5167,84.81,81,40,17.27
480,Sao Miguel Do Araguaia,BR,2021-11-20 12:37:29,-13.275,-50.1628,79.81,77,78,5.86
481,Kathmandu,NP,2021-11-20 12:35:57,27.7167,85.3167,61.02,72,75,4.61
482,Tres Arroyos,AR,2021-11-20 12:37:30,-38.3739,-60.2798,79.02,26,6,18.21
483,Tromso,NO,2021-11-20 12:34:57,69.6496,18.957,34.45,80,75,1.99
484,Shu,KZ,2021-11-20 12:37:30,43.5983,73.7614,32.79,49,4,3.38
485,Marystown,CA,2021-11-20 12:37:30,47.1666,-55.1483,41.86,100,89,16.51
486,Verkhoyansk,RU,2021-11-20 12:37:31,67.5447,133.385,-20.38,99,98,3.27
487,Coahuayana,MX,2021-11-20 12:37:31,18.7333,-103.6833,70.66,52,3,4.61
488,Valparaiso,CL,2021-11-20 12:37:31,-33.0393,-71.6273,60.48,85,90,5.75
489,Buraydah,SA,2021-11-20 12:37:32,26.326,43.975,81.05,11,0,12.77
490,Bima,ID,2021-11-20 12:37:32,-8.4667,118.7167,79.48,87,100,2.71
491,Marsh Harbour,BS,2021-11-20 12:35:29,26.5412,-77.0636,75.7,85,100,23.87
492,Vulcan,RO,2021-11-20 12:37:32,45.3833,23.2667,43.38,91,87,7.16
493,Pietra Ligure,IT,2021-11-20 12:37:32,44.1492,8.2821,67.77,73,20,1.99
494,Malanje,AO,2021-11-20 12:37:33,-9.5402,16.341,77.38,83,75,4.61
495,Ahipara,NZ,2021-11-20 12:37:33,-35.1667,173.1667,58.6,95,65,5.99
496,Anaimalai,IN,2021-11-20 12:37:33,10.5833,76.9333,80.37,89,69,8.57
497,Katangli,RU,2021-11-20 12:37:34,51.7102,143.2326,22.71,78,100,16.96
498,Biltine,TD,2021-11-20 12:37:34,14.5333,20.9167,95.41,9,0,6.35
499,Campo Largo,BR,2021-11-20 12:37:34,-25.4586,-49.5283,64.11,85,98,3.87
500,Goderich,CA,2021-11-20 12:37:34,43.7501,-81.7165,37.9,75,100,10.36
501,Sao Jose Da Coroa Grande,BR,2021-11-20 12:37:35,-8.8978,-35.1478,82.63,69,90,12.55
502,Swan Hill,AU,2021-11-20 12:33:48,-35.3378,143.5544,57.56,52,55,12.5
503,Salinopolis,BR,2021-11-20 12:37:35,-0.6136,-47.3561,82.8,82,38,12.68
504,Leh,IN,2021-11-20 12:38:35,34.1667,77.5833,20.28,58,0,2.84
505,Tual,ID,2021-11-20 12:38:36,-5.6667,132.75,85.05,72,87,8.48
506,Gizo,SB,2021-11-20 12:38:36,-8.103,156.8419,81.84,71,67,1.25
507,Okhotsk,RU,2021-11-20 12:38:36,59.3833,143.3,7.38,81,63,18.25
508,Abnub,EG,2021-11-20 12:38:36,27.2696,31.1511,82.62,29,100,14.52
509,Teya,RU,2021-11-20 12:38:37,60.3778,92.6267,-8.45,100,45,2.64
510,Gryazovets,RU,2021-11-20 12:38:37,58.88,40.2525,30.97,99,100,4.43
511,Tianpeng,CN,2021-11-20 12:37:35,30.9866,103.9393,55.87,72,100,1.39
512,Sagua La Grande,CU,2021-11-20 12:38:37,22.8067,-80.0756,70.79,76,85,4.61
513,Yola,NG,2021-11-20 12:38:37,9.2,12.4833,102.24,12,10,6.02
514,Bud,US,2021-11-20 12:38:38,39.447,-86.1758,33.78,84,100,7.25
515,Ngunguru,NZ,2021-11-20 12:38:38,-35.6167,174.5,64.17,92,74,5.7
516,Rio Gallegos,AR,2021-11-20 12:38:38,-51.6226,-69.2181,51.85,54,40,28.77
517,Tekeli,KZ,2021-11-20 12:38:39,44.83,78.8239,25.32,53,0,12.46
518,Isiro,CD,2021-11-20 12:38:39,2.7739,27.616,83.12,58,92,2.75
519,Egvekinot,RU,2021-11-20 12:38:39,66.3167,-179.1667,1.51,67,100,7.14
520,Sarvar,HU,2021-11-20 12:38:40,47.2539,16.9352,55.26,55,6,4.83
521,Cabo San Lucas,MX,2021-11-20 12:34:08,22.8909,-109.9124,69.51,74,2,7.52
522,Daokou,CN,2021-11-20 12:38:40,35.5639,114.5058,47.23,87,100,9.78
523,Port Keats,AU,2021-11-20 12:38:40,-14.25,129.55,85.1,74,7,8.12
524,Tashara,RU,2021-11-20 12:38:41,55.5195,83.5094,16.23,91,100,13.15
525,Xiaoweizhai,CN,2021-11-20 12:38:41,26.1903,107.5125,55.96,99,100,3.51
526,Eyl,SO,2021-11-20 12:38:41,7.9803,49.8164,82.36,58,1,19.17
527,Porto Belo,BR,2021-11-20 12:38:41,-27.1578,-48.5531,72.63,66,29,6.98
528,Maragogi,BR,2021-11-20 12:38:42,-9.0122,-35.2225,83.12,68,90,12.75
529,Husavik,IS,2021-11-20 12:38:42,66.0449,-17.3389,30.11,77,100,18.95
530,Ormara,PK,2021-11-20 12:38:42,25.2088,64.6357,76.8,36,0,6.82
531,Puri,IN,2021-11-20 12:38:43,19.8,85.85,81.37,77,12,11.01
532,Nong Phai,TH,2021-11-20 12:38:43,15.9903,101.0618,78.75,82,56,1.77
533,Izumo,JP,2021-11-20 12:38:43,35.3667,132.7667,49.95,84,0,7.43
534,Oktyabrskiy,RU,2021-11-20 12:38:43,54.4815,53.471,29.61,91,100,18.59
535,Talca,CL,2021-11-20 12:38:44,-35.4333,-71.6667,56.91,42,0,4.05
536,Lucapa,AO,2021-11-20 12:38:44,-8.4192,20.7447,70.88,89,100,2.44
537,Gasa,PS,2021-11-20 12:38:44,31.5,34.4667,60.78,60,100,13.27
538,Brigantine,US,2021-11-20 12:38:44,39.4101,-74.3646,37.02,85,1,4.61
539,Havre-Saint-Pierre,CA,2021-11-20 12:38:45,50.2334,-63.5986,32.0,74,1,10.36
540,Chikwawa,MW,2021-11-20 12:38:45,-16.0335,34.8009,97.47,29,31,7.0
541,Cockburn Town,TC,2021-11-20 12:38:45,21.4612,-71.1419,80.51,78,95,16.84
542,Lata,PT,2021-11-20 12:38:45,40.1629,-8.3327,62.92,56,92,9.37
543,Rumphi,MW,2021-11-20 12:38:46,-11.0186,33.8575,92.98,18,68,10.25
544,Urdoma,RU,2021-11-20 12:38:46,61.7533,48.5442,26.92,97,100,5.79
545,Auki,SB,2021-11-20 12:38:46,-8.7676,160.7034,77.38,83,94,1.12
546,Marienburg,PL,2021-11-20 12:38:46,54.0359,19.0266,53.85,80,100,11.27
547,Muroto,JP,2021-11-20 12:38:47,33.2833,134.15,62.85,63,0,10.71
548,Bosaso,SO,2021-11-20 12:38:47,11.2842,49.1816,80.58,78,0,10.36
549,Gunjur,GM,2021-11-20 12:38:47,13.2019,-16.7339,93.27,33,0,10.36
550,Havoysund,NO,2021-11-20 12:38:47,70.9963,24.6622,31.08,64,100,19.17
551,Moose Factory,CA,2021-11-20 12:38:48,51.2585,-80.6094,26.6,80,90,6.91
552,Pochutla,MX,2021-11-20 12:39:48,15.7432,-96.4661,74.25,61,100,3.31
553,Bassar,TG,2021-11-20 12:39:48,9.25,0.7833,94.06,12,29,8.28
554,Nacala,MZ,2021-11-20 12:39:48,-14.5428,40.6728,87.12,58,20,12.66
555,Soyo,AO,2021-11-20 12:39:49,-6.1349,12.3689,82.45,74,99,9.15
556,Monticello,US,2021-11-20 12:39:49,45.3055,-93.7941,34.86,80,20,4.61
557,Krasnoselkup,RU,2021-11-20 12:39:49,65.7,82.4667,-9.47,91,100,18.01
558,Flagstaff,US,2021-11-20 12:39:50,35.1981,-111.6513,38.86,49,36,3.96
559,Kurilsk,RU,2021-11-20 12:39:50,45.2333,147.8833,36.23,80,99,19.91
560,Nyurba,RU,2021-11-20 12:39:50,63.2842,118.3319,-14.58,100,100,2.66
561,Ruteng,ID,2021-11-20 12:39:50,-8.6136,120.4721,65.39,92,100,1.12
562,Palmer,US,2021-11-20 12:39:51,42.1584,-72.3287,31.21,93,20,0.0
563,Beian,NO,2021-11-20 12:39:51,63.6559,9.5683,41.09,87,75,16.11
564,Magdalena,PH,2021-11-20 12:39:51,14.1999,121.429,78.42,81,100,8.08
565,Namatanai,PG,2021-11-20 12:39:51,-3.6667,152.4333,79.88,80,86,2.84
566,Novyy Urengoy,RU,2021-11-20 12:39:52,66.0833,76.6333,-1.64,96,100,21.61
567,Hay River,CA,2021-11-20 12:39:52,60.8156,-115.7999,6.78,85,90,17.27
568,Finale Ligure,IT,2021-11-20 12:39:52,44.1695,8.3436,65.21,74,0,3.0
569,Celestun,MX,2021-11-20 12:39:52,20.8667,-90.4,74.79,89,87,8.77
570,Krasnyy Yar,RU,2021-11-20 12:39:53,46.5331,48.3456,42.73,76,100,11.72
571,Tongchuan,CN,2021-11-20 12:39:53,35.0806,109.0897,43.86,70,93,2.59
572,Praia Da Vitoria,PT,2021-11-20 12:39:53,38.7333,-27.0667,67.75,82,75,20.65
573,Mazyr,BY,2021-11-20 12:39:53,52.0495,29.2456,45.21,63,21,21.21
